index,Sku,Style Id,Catalog,Category,Weight,TP 1,TP 2,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
820,Os271_S,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
821,Os271_M,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
822,Os271_L,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
823,Os271_XL,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
824,Os271_2XL,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
825,Os271_3XL,Os271,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
826,Os270_S,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
827,Os270_M,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
828,Os270_L,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
829,Os270_XL,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
830,Os270_2XL,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
831,Os270_3XL,Os270,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
832,Os266_S,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
833,Os266_M,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
834,Os266_L,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
835,Os266_XL,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
836,Os266_2XL,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
837,Os266_3XL,Os266,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
838,Os151_S,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
839,Os151_M,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
840,Os151_L,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
841,Os151_XL,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
842,Os151_2XL,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
843,Os151_3XL,Os151,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1895,1895,1995,1995,1995,1995,1995
844,Os163_S,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
845,Os163_M,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
846,Os163_L,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
847,Os163_XL,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
848,Os163_2XL,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
849,Os163_3XL,Os163,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
850,Os269_S,Os269,Mix,Kurta,0.3,220,178.20,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
851,Os269_M,Os269,Mix,Kurta,0.3,220,178.20,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
852,Os269_L,Os269,Mix,Kurta,0.3,220,178.20,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
853,Os269_XL,Os269,Mix,Kurta,0.3,220,178.20,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
854,Os269_2XL,Os269,Mix,Kurta,0.3,220,178.20,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
855,Os1126_S,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
856,Os1126_M,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
857,Os1126_L,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
858,Os1126_XL,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
859,Os1126_2XL,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
860,Os1126_3XL,Os1126,Surmaya,Kurta,0.3,525,425.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
861,Os1061_S,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
862,Os1061_M,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
863,Os1061_L,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
864,Os1061_XL,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
865,Os1061_2XL,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
866,Os1061_3XL,Os1061,Surmaya,Kurta Set,0.4,880,712.80,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
867,Os262_S,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
868,Os262_M,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
869,Os262_L,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
870,Os262_XL,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
871,Os262_2XL,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
872,Os262_3XL,Os262,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1695,1695,1995,1995,1995,1995,1995
873,Os264_S,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
874,Os264_M,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
875,Os264_L,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
876,Os264_XL,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
877,Os264_2XL,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
878,Os264_3XL,Os264,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
879,Os265_S,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
880,Os265_M,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
881,Os265_L,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
882,Os265_XL,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
883,Os265_2XL,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
884,Os265_3XL,Os265,Mix,Kurta,0.3,410,332.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
885,Os155_S,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
886,Os155_M,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
887,Os155_L,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
888,Os155_XL,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
889,Os155_2XL,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
890,Os155_3XL,Os155,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
891,Os156_S,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
892,Os156_M,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
893,Os156_L,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
894,Os156_XL,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
895,Os156_2XL,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
896,Os156_3XL,Os156,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
897,Os166_S,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
898,Os166_M,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
899,Os166_L,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
900,Os166_XL,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
901,Os166_2XL,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
902,Os166_3XL,Os166,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
903,Os165_S,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
904,Os165_M,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
905,Os165_L,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
906,Os165_XL,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
907,Os165_2XL,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
908,Os165_3XL,Os165,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
909,Os159_S,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
910,Os159_M,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
911,Os159_L,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
912,Os159_XL,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
913,Os159_2XL,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
914,Os159_3XL,Os159,Mix,Kurta,0.3,385,311.85,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
915,Os268_S,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
916,Os268_M,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
917,Os268_L,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
918,Os268_XL,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
919,Os268_2XL,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
920,Os268_3XL,Os268,Mix,Kurta,0.3,220,178.20,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395
921,Os1073_S,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
922,Os1073_M,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
923,Os1073_L,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
924,Os1073_XL,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
925,Os1073_2XL,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
926,Os1073_3XL,Os1073,Mix,Kurta,0.3,500,405.00,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
927,Os1101_S,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
928,Os1101_M,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
929,Os1101_L,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
930,Os1101_XL,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
931,Os1101_2XL,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
932,Os1101_3XL,Os1101,Surmaya,Kurta Set,0.4,1035,838.35,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
933,Os1055_S,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
934,Os1055_M,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
935,Os1055_L,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
936,Os1055_XL,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
937,Os1055_2XL,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
938,Os1055_3XL,Os1055,Surmaya,Kurta Set,0.4,975,789.75,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
939,Os1147_S,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
940,Os1147_M,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
941,Os1147_L,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
942,Os1147_XL,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
943,Os1147_2XL,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
944,Os1147_3XL,OS1147,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
945,Os1113_S,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
946,Os1113_M,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
947,Os1113_L,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
948,Os1113_XL,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
949,Os1113_2XL,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
950,Os1113_3XL,Os1113,Surmaya,Kurta Set,0.4,930,753.30,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
951,Os1108_S,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
952,Os1108_M,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
953,Os1108_L,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
954,Os1108_XL,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
955,Os1108_2XL,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
956,Os1108_3XL,Os1108,Surmaya,Kurta Set,0.4,780,631.80,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
957,Os274_XS,Os274,Mix,Tops,0.2,340,275.40,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
958,Os274_S,Os274,Mix,Tops,0.2,340,275.40,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
959,Os274_M,Os274,Mix,Tops,0.2,340,275.40,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
960,Os274_L,Os274,Mix,Tops,0.2,340,275.40,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
961,Os274_XL,Os274,Mix,Tops,0.2,340,275.40,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
962,Os143_XS,Os143,Mix,Tops,0.2,425,344.25,1795,1795,1995,1995,1995,1795,1795,1795,1795,1795
963,Os143_S,Os143,Mix,Tops,0.2,425,344.25,1795,1795,1995,1995,1995,1795,1795,1795,1795,1795
964,Os143_M,Os143,Mix,Tops,0.2,425,344.25,1795,1795,1995,1995,1995,1795,1795,1795,1795,1795
965,Os143_L,Os143,Mix,Tops,0.2,425,344.25,1795,1795,1995,1995,1995,1795,1795,1795,1795,1795
966,Os143_XL,Os143,Mix,Tops,0.2,425,344.25,1795,1795,1995,1995,1995,1795,1795,1795,1795,1795
967,Os291_S,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
968,Os291_M,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
969,Os291_L,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
970,Os291_XL,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
971,Os291_2XL,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
972,Os291_3XL,Os291,Mix,Kurta,0.3,440,356.40,1795,1795,1795,2195,2195,2295,1795,1795,1795,1795
973,Os1063_S,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
974,Os1063_M,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
975,Os1063_L,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
976,Os1063_XL,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
977,Os1063_2XL,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
978,Os1063_3XL,Os1063,Mix,Kurta,0.3,540,437.40,2395,2395,2395,2695,2695,2695,2395,2395,2395,2395
979,Os1075_S,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
980,Os1075_M,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
981,Os1075_L,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
982,Os1075_XL,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
983,Os1075_2XL,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
984,Os1075_3XL,Os1075,Mix,Kurta,0.3,550,445.50,2495,2495,2495,2795,2795,2795,2495,2495,2495,2495
985,Os285_XS,Os285,Mix,Tops,0.2,314,254.34,1595,1595,1595,1595,1595,1595,1595,1597,1595,1595
986,Os285_S,Os285,Mix,Tops,0.2,314,254.34,1595,1595,1595,1595,1595,1595,1595,1597,1595,1595
987,Os285_M,Os285,Mix,Tops,0.2,314,254.34,1595,1595,1595,1595,1595,1595,1595,1597,1595,1595
988,Os285_L,Os285,Mix,Tops,0.2,314,254.34,1595,1595,1595,1595,1595,1595,1595,1597,1595,1595
989,Os285_XL,Os285,Mix,Tops,0.2,314,254.34,1595,1595,1595,1595,1595,1595,1595,1597,1595,1595
990,Os115_S,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
991,Os115_M,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
992,Os115_L,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
993,Os115_XL,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
994,Os115_2XL,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
995,Os115_3XL,Os115,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
996,Os118_S,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
997,Os118_M,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
998,Os118_L,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
999,Os118_XL,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
1000,Os118_2XL,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
1001,Os118_3XL,Os118,Mix,Kurta,0.3,395,319.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
1002,Os125_S,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1003,Os125_M,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1004,Os125_L,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1005,Os125_XL,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1006,Os125_2XL,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1007,Os125_3XL,Os125,Mix,Kurta,0.3,450,364.50,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
1008,Os127_S,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1009,Os127_M,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1010,Os127_L,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1011,Os127_XL,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1012,Os127_2XL,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1013,Os127_3XL,Os127,Mix,Kurta,0.3,425,344.25,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1014,Os133_S,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1015,Os133_M,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1016,Os133_L,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1017,Os133_XL,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1018,Os133_2XL,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1019,Os133_3XL,Os133,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1020,Os134_S,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1021,Os134_M,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1022,Os134_L,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1023,Os134_XL,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1024,Os134_2XL,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1025,Os134_3XL,Os134,Mix,Kurta Set,0.4,790,639.90,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
1026,Os136_S,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1027,Os136_M,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1028,Os136_L,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1029,Os136_XL,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1030,Os136_2XL,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1031,Os136_3XL,Os136,Mix,Gown,0.4,695,562.95,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
1032,Os1056_S,Os1056,Surmaya,Kurta Set,0.4,1295,1048.95,5395,5395,5395,5395,5395,5395,5395,5395,5395,5395
1033,Os1056_M,Os1056,Surmaya,Kurta Set,0.4,1295,1048.95,5395,5395,5395,5395,5395,5395,5395,5395,5395,5395
1034,Os1056_L,Os1056,Surmaya,Kurta Set,0.4,1295,1048.95,5395,5395,5395,5395,5395,5395,5395,5395,5395,5395
1035,Os1056_XL,Os1056,Surmaya,Kurta Set,0.4,1295,1048.95,5395,5395,5395,5395,5395,5395,5395,5395,5395,5395
1036,Os1056_2XL,Os1056,Surmaya,Kurta Set,0.4,1295,1048.95,5395,5395,5395,5395,5395,5395,5395,5395,5395,5395
