propertycode,Minimum,Maximum
99644,190.07,242.87
99652,87.85,142.55
99656,89.75,89.75
99669,37.4,83.84
99675,39.06,177.39
99676,114.36,265.45
99690,141.51,386.22
99739,68.32,101.47
99740,64.29,1233.76
99745,91.92,147.69
99761,92.95,165.24
99770,88.06,418.36
99975,146.52,323.99
99999,211.86,292.03
100071,75.39,156.99
100082,73.54,300.71
102197,67.9,156.42
102201,58.07,120.25
102212,68.64,97.61
102215,67.58,157.34
102217,81.31,120.45
102222,50.68,161.19
102237,232.3,300.94
102244,38.0,278.14
102248,53.85,244.35
102254,95.16,265.8
102259,38.01,231.68
102268,57.02,123.03
102269,62.24,530.96
102270,97.14,232.45
103891,82.62,127.95
103893,87.79,160.08
104134,333.41,541.69
104153,52.35,82.8
104394,120.5,148.95
104714,31.7,93.67
104747,102.57,291.89
104818,63.29,72.33
104873,94.36,135.04
104886,100.31,177.39
105017,84.48,156.07
105021,79.19,142.55
105024,60.19,122.49
105026,69.69,208.41
108075,98.12,146.66
108084,83.42,136.21
108090,83.41,242.87
108447,107.5,129.6
111618,75.25,110.52
111626,90.42,175.81
111693,67.81,67.81
111766,101.27,227.45
111808,85.22,269.44
111819,55.25,78.84
111848,96.64,122.04
111876,126.99,197.91
111887,44.81,84.93
111916,70.56,179.63
111974,158.47,311.73
112014,280.44,301.29
112035,79.75,145.43
112057,198.69,417.02
112071,124.06,208.51
112088,96.6,488.2
112108,103.32,155.34
112110,75.32,224.75
112111,57.34,140.74
112136,76.24,165.76
112177,67.76,109.47
112204,78.19,119.89
112347,36.97,83.13
112350,38.52,64.47
112356,21.94,38.56
112375,29.7,66.93
112448,40.75,69.21
112561,87.04,14324.23
112604,53.73,336.64
112644,59.58,118.2
112668,27.96,57.25
112682,56.22,67.27
112686,60.82,110.98
112703,49.14,171.04
112725,40.93,102.88
112752,72.94,605.08
112778,76.11,121.01
112780,24.41,62.46
112798,80.03,228.8
112828,47.55,110.19
112957,94.43,144.67
112974,49.05,86.8
112975,52.24,58.27
112977,62.28,79.37
112980,153.71,284.31
113033,88.41,246.14
113053,76.35,119.55
113086,44.4,94.2
113094,84.21,189.85
113104,40.99,57.21
113123,48.52,216.33
113132,124.25,174.8
113154,64.2,134.82
113166,49.23,98.15
113180,58.6,84.61
113187,70.33,80.37
113200,58.27,80.37
113202,66.8,121.11
113208,50.38,122.17
113242,42.54,97.39
113279,73.64,121.6
113327,69.32,139.64
113330,41.19,73.33
113332,124.58,263.21
113340,101.47,136.63
113353,16.08,158.39
113376,63.38,148.22
113385,59.01,135.25
113388,55.25,122.17
113394,84.54,143.16
113465,57.27,111.52
113478,83.18,132.74
113488,138.14,229.86
113499,69.32,69.32
113506,65.3,68.91
113511,77.76,261.2
113515,69.32,109.5
113517,67.31,90.42
113518,58.77,84.09
113541,78.36,130.6
113544,140.65,199.92
113560,48.52,125.17
113585,55.7,122.11
113695,65.8,178.6
113701,31.34,62.28
113706,98.45,132.92
113709,41.49,102.9
113747,99.46,129.49
113758,62.28,108.5
113759,65.2,114.46
113760,53.24,94.43
113787,69.32,99.46
113788,152.8,256.18
113791,77.41,277.28
113803,89.41,122.57
113820,82.27,144.83
113838,44.2,88.11
113842,80.37,231.06
113892,99.46,125.62
113919,70.44,247.78
113924,136.63,175.81
113940,52.04,576.17
113953,65.49,93.02
113956,92.22,339.59
113957,47.01,143.54
113968,87.8,184.58
113988,48.52,129.39
113989,62.89,85.76
113997,85.39,202.94
114013,110.63,342.7
114042,223.33,310.32
114043,119.55,250.15
114056,167.77,316.46
114068,106.74,174.95
114075,99.06,315.45
114086,69.62,82.38
114099,155.72,221.02
114103,72.98,115.54
114137,155.72,486.24
114177,109.5,267.23
114179,302.4,604.22
114187,178.83,247.14
114202,114.53,246.14
114203,178.49,382.76
114204,153.71,271.25
114227,173.8,445.05
114228,73.14,106.49
114234,78.73,205.95
114242,139.64,281.3
114251,153.71,400.85
114261,170.79,391.81
114265,75.35,159.74
114268,177.78,735.39
114283,83.38,105.48
114296,109.01,168.39
114306,194.55,361.86
114327,113.53,113.53
114336,119.11,256.54
114348,42.19,88.41
114351,41.49,95.34
114366,135.63,288.33
114367,62.05,105.33
114407,43.2,108.5
114412,52.74,118.65
114417,50.23,50.23
114441,67.81,153.71
114447,95.94,160.24
114454,86.4,173.8
114523,146.62,297.47
114525,53.34,80.08
114532,40.2,132.81
114588,98.45,226.05
114604,88.41,177.82
114619,68.08,120.55
114635,95.44,185.97
114648,48.52,122.44
114649,49.78,166.48
114671,43.4,70.33
114691,130.6,187.67
114700,55.55,143.36
114708,118.7,181.73
114714,74.33,109.4
114815,55.25,136.63
114820,51.64,82.63
114845,60.93,79.52
114901,51.64,80.56
114916,49.57,81.59
114919,110.51,349.09
114973,81.59,122.9
114984,65.07,169.38
115042,38.21,69.71
115077,48.85,147.02
115078,87.82,306.86
115079,44.4,44.4
115086,91.92,102.25
115175,70.23,168.35
115199,79.17,122.9
115227,102.24,175.58
115310,122.9,133.23
115314,95.02,175.58
115381,71.27,128.07
115393,37.74,113.47
115404,56.28,65.61
115453,68.38,102.57
115480,55.03,85.5
115524,81.9,241.74
115527,87.66,242.73
115535,70.05,99.66
115559,79.05,183.71
115560,100.64,190.43
115581,60.19,115.45
115729,104.11,136.95
115749,61.96,129.1
115754,74.36,196.23
115758,124.71,239.66
115787,68.16,154.92
115875,70.45,118.11
115899,60.3,139.43
115900,77.46,139.43
115942,55.77,101.22
115943,82.63,266.46
116131,92.95,128.07
116135,69.71,132.2
116174,76.33,216.79
116177,69.71,104.31
116218,73.33,83.66
116227,60.93,205.53
116283,102.24,122.9
116299,89.7,136.33
116316,92.95,92.95
116358,69.2,101.22
116427,77.94,147.99
116452,91.83,142.21
116454,50.19,99.15
116463,55.77,232.38
116488,87.79,113.6
116515,69.36,81.59
116521,80.56,140.46
116538,87.79,133.23
116576,164.22,386.26
116599,67.31,299.51
116613,81.59,154.92
116640,87.79,129.1
116677,69.2,118.78
116697,61.26,131.9
116701,72.51,194.17
116704,102.24,339.79
116708,80.89,191.66
116744,92.95,129.1
116780,71.27,100.18
116783,82.63,122.9
116796,143.56,143.56
116817,127.55,134.27
116907,151.82,474.05
116927,81.59,101.22
116980,102.24,182.8
117021,72.3,124.96
117073,70.23,154.92
117074,90.37,141.29
117131,174.69,227.34
117140,50.4,126.0
117200,50.91,169.38
117227,51.64,154.92
117280,77.46,165.24
117327,79.63,123.94
117383,138.5,257.17
117393,135.71,237.54
117432,162.67,376.97
117510,56.98,82.94
117546,72.3,92.95
117720,87.79,149.75
117941,91.92,112.58
118002,128.07,204.5
118015,144.59,144.59
118029,52.01,128.07
118072,62.28,308.81
118102,72.6,116.75
118182,98.12,118.78
118242,67.13,413.12
118294,57.84,82.63
118311,39.39,87.62
118314,47.92,132.41
118315,34.62,113.91
118334,64.72,132.02
118350,145.07,408.93
118395,43.82,73.02
118396,47.71,97.37
118399,147.49,255.44
118471,23.75,46.58
118476,66.2,113.68
118477,40.76,81.52
118492,28.09,46.82
118508,50.53,107.7
118535,29.93,46.66
118559,46.82,83.35
118585,79.84,128.52
118674,111.97,228.81
118701,57.04,115.87
118711,96.39,146.05
118723,96.39,192.3
118727,57.44,125.61
118841,34.79,71.48
118852,59.82,136.87
118861,88.41,143.66
118865,44.61,65.9
118881,37.51,82.12
118900,39.87,59.31
118921,237.11,320.8
119013,134.02,182.49
119100,65.7,173.37
119106,157.96,421.36
119135,36.5,101.38
119149,137.88,198.72
119174,91.52,201.76
119180,89.21,157.14
119185,104.43,202.77
119197,76.7,128.98
119199,117.53,196.68
119207,70.97,181.48
119233,93.78,230.66
119249,69.95,129.97
119298,86.18,120.64
119303,136.87,167.29
119310,196.68,470.43
119318,232.17,378.16
119365,99.46,145.99
119416,64.89,100.38
119424,98.36,149.03
119476,75.12,145.29
119578,40.21,126.36
119715,27.13,103.99
119792,75.24,100.37
119841,98.0,679.94
119853,29.09,69.43
119913,32.87,70.85
119919,42.75,128.24
119926,67.76,141.78
119929,57.34,93.83
119935,36.22,64.64
119962,41.28,41.28
119965,47.29,144.17
120020,81.19,260.21
120023,146.29,350.47
120137,104.25,323.19
120152,50.24,166.8
120157,37.53,127.19
120173,54.48,195.51
120177,121.98,360.72
120186,70.01,132.4
120193,82.36,151.17
120239,51.09,148.79
120288,65.4,68.68
120305,37.85,66.4
120369,40.78,110.67
120371,62.43,199.19
120420,54.25,153.71
120432,59.28,69.32
120465,65.39,276.27
120469,109.0,236.16
120483,67.01,130.6
120484,55.59,90.42
120494,84.99,365.54
120530,108.5,303.8
120599,54.25,215.41
120619,104.17,162.42
120624,89.63,183.84
120667,80.47,113.9
120673,289.21,402.98
120701,59.53,156.07
120721,50.59,152.93
120743,50.23,88.41
120782,55.16,102.48
120790,46.97,170.54
120817,35.86,155.72
120824,35.74,88.41
120826,65.1,90.42
120840,50.04,138.63
120866,113.74,126.14
120870,40.89,53.16
120957,70.61,233.92
121022,140.65,289.34
121057,62.55,89.41
121063,110.2,451.99
121088,57.86,175.35
121093,59.79,136.63
121137,27.13,59.09
121161,63.67,78.95
121255,54.25,105.48
121273,55.25,130.6
121284,58.27,94.43
121356,57.61,160.54
121390,90.3,90.3
121395,75.89,117.67
121422,102.34,227.13
121451,73.18,178.89
121475,101.74,227.7
121491,95.83,212.96
121515,137.02,144.09
121576,212.96,212.96
121592,115.19,309.76
121597,96.8,183.92
121610,56.78,151.98
121644,167.47,394.04
121650,125.84,256.51
121694,46.94,188.54
121739,151.69,177.83
121759,91.96,106.48
121788,168.16,284.31
121790,52.44,1058.67
121823,66.21,175.81
121834,39.78,164.76
121835,57.27,85.39
121879,76.09,174.05
121882,62.39,129.6
121897,110.51,130.6
121984,149.69,333.54
121992,77.75,97.45
122007,109.5,149.69
122019,151.7,266.23
122033,54.25,85.39
122064,55.25,115.54
122108,497.95,1087.84
122109,48.82,135.63
122117,30.74,109.72
122168,141.05,197.1
122192,85.39,100.46
122201,58.27,149.94
122253,53.34,123.87
122264,109.18,219.42
122279,49.73,392.7
122282,55.25,120.55
122284,65.3,135.63
122348,94.43,1227.3
122374,109.5,199.92
122383,62.37,129.6
122400,41.19,145.67
122449,55.35,250.15
122450,44.2,93.93
122545,65.02,171.0
122548,90.42,140.65
122556,68.46,80.91
122582,80.47,154.71
122591,43.4,78.36
122596,52.24,58.27
123803,44.76,89.51
123804,45.21,85.39
123830,46.81,110.71
123831,189.88,189.88
123874,90.42,90.42
123901,35.46,105.48
123956,91.42,248.15
124205,42.7,120.55
124220,39.18,69.32
124231,85.39,116.53
124236,16.08,99.46
124269,410.99,1095.05
124287,65.16,126.59
124356,75.35,95.44
124358,180.84,180.84
124366,62.28,192.89
124369,70.33,90.42
124459,47.02,100.46
124467,76.25,203.34
124558,219.42,562.59
124566,94.43,169.79
124574,62.89,109.5
124632,41.19,131.8
124645,32.05,111.61
124797,44.2,129.6
124884,54.25,882.01
124886,71.33,112.52
125018,58.51,168.08
125063,101.67,266.18
125075,390.93,513.1
125101,83.18,172.31
125109,99.46,211.98
125124,41.37,85.18
125127,53.6,127.68
125147,53.04,190.88
125241,99.46,171.13
125278,85.39,125.58
125332,114.53,114.53
125381,86.42,152.19
125393,66.07,95.44
125425,85.39,105.48
125466,85.9,165.76
125469,79.37,199.92
125486,135.63,321.48
125524,81.38,241.11
125565,110.51,110.51
125605,92.43,110.51
125623,70.45,155.82
125662,90.42,125.58
125671,62.28,133.62
125983,25.34,59.14
125988,34.21,73.66
126015,146.77,189.01
126022,79.19,79.19
126024,61.92,70.74
126033,189.12,315.72
126035,92.92,128.83
126036,87.11,117.21
126038,126.71,126.71
126047,78.4,161.02
126048,62.3,79.19
126061,84.58,177.39
126062,52.8,84.48
126065,47.31,115.1
126066,89.75,137.27
126070,63.36,126.71
126071,107.7,247.09
126075,90.81,209.71
126096,93.98,168.95
126112,126.71,179.51
126113,168.94,258.71
126114,157.34,315.72
126116,79.19,177.39
126121,89.75,153.1
126129,67.58,133.05
126133,89.75,110.87
126134,126.71,781.39
126135,42.23,84.48
126157,51.74,104.54
126184,57.02,195.13
126272,136.21,149.94
126291,42.23,137.27
126293,27.46,126.71
126300,29.56,61.24
126339,73.91,633.55
126340,44.88,68.64
126346,117.45,147.39
126357,57.44,162.61
126366,92.07,166.05
126378,71.8,116.03
126384,100.32,121.43
126387,46.57,146.77
126389,55.44,89.75
126390,125.65,183.73
126402,93.98,125.66
126410,84.47,205.9
126419,165.15,419.67
126428,158.39,236.78
126435,137.8,318.89
126451,116.76,354.79
126457,56.98,94.99
126459,125.66,142.55
126463,80.25,84.48
126466,105.59,158.39
126471,121.17,262.86
126477,139.12,248.14
126484,56.6,85.53
126491,61.77,202.64
126498,58.07,105.59
126506,147.97,448.77
126518,42.76,81.31
126520,79.19,200.62
126521,168.94,221.74
126523,153.1,174.23
126549,62.82,84.48
126555,58.07,140.43
126556,71.27,209.05
126569,72.86,357.96
126577,68.64,105.49
126578,84.58,163.96
126586,241.8,474.11
126593,50.27,91.13
126598,51.69,87.86
126600,40.67,92.28
126603,36.96,47.52
126605,36.96,94.08
126612,140.44,197.46
126616,110.87,191.12
126632,46.46,277.03
126634,41.55,89.66
126637,66.52,180.56
126640,82.36,101.37
126642,51.32,152.05
126652,84.58,157.34
126653,67.25,166.31
126655,93.22,396.19
126659,59.14,145.72
126666,58.07,263.98
126668,50.46,232.3
126676,101.37,101.37
126677,47.52,179.51
126682,38.01,84.47
126684,42.12,139.38
126694,47.52,61.24
126707,47.35,127.51
126715,121.96,395.97
126734,110.66,252.37
126759,42.23,79.19
126776,59.14,59.14
126786,69.21,131.99
126787,55.44,153.1
126794,68.64,124.59
126798,63.36,153.1
126818,69.69,224.87
126824,62.3,167.89
126826,95.03,139.38
126837,64.88,142.55
126839,113.13,237.58
126847,33.79,71.81
126855,47.52,62.51
126859,95.03,179.51
126865,115.09,231.25
126885,58.69,108.34
126889,62.3,157.02
126901,81.11,153.1
126907,48.47,68.21
126909,40.13,86.58
126912,73.91,147.83
126920,200.62,200.62
126922,89.75,190.07
126923,162.61,162.61
126927,77.83,131.88
126959,52.8,144.67
126979,250.25,368.51
126980,31.68,73.91
126987,128.83,158.39
127001,93.98,125.66
127005,100.32,422.36
127018,110.87,184.78
127021,58.07,71.81
127024,68.64,126.71
127034,69.32,159.96
127051,61.77,105.59
127053,92.4,155.75
127054,89.75,153.1
127056,126.71,126.71
127057,163.67,216.46
127059,89.75,142.55
127108,65.57,516.35
127109,152.05,263.98
127112,163.46,242.87
127113,89.75,285.1
127115,126.71,126.71
127117,68.64,162.61
127118,118.26,179.51
127119,110.87,191.02
127120,147.83,147.83
127121,27.37,74.13
127124,126.71,316.78
127127,126.71,174.23
127129,101.74,170.01
127131,63.36,79.19
127133,89.75,163.67
127144,79.19,158.39
127152,68.01,142.55
127170,89.75,224.91
127174,28.51,147.83
127194,78.99,99.78
127200,71.8,267.58
127218,97.14,273.48
127233,79.19,278.76
127250,42.18,115.09
127252,242.86,454.05
127264,102.58,158.39
127273,52.8,95.03
127291,60.19,89.75
127293,73.91,105.59
127304,63.36,147.83
127307,80.46,159.38
127327,38.01,129.35
127330,113.72,620.88
127338,90.3,275.38
127342,103.59,210.12
127345,134.73,262.92
127355,207.11,657.63
127361,92.92,115.09
127373,109.5,204.85
127374,72.86,120.21
127379,80.93,401.25
127380,55.17,84.48
127397,65.44,157.34
127425,110.87,206.96
127426,149.21,287.15
127435,188.17,435.04
127452,50.37,71.27
127457,103.69,252.58
127472,60.19,135.42
127473,94.93,183.73
127479,71.81,108.76
127487,225.96,315.72
127532,70.22,121.43
127539,51.74,122.55
127541,104.54,211.19
127547,66.52,163.46
127561,117.84,268.2
127572,93.98,131.99
127589,93.98,159.44
127611,63.36,126.71
127622,68.93,159.66
127624,189.01,474.11
127627,116.16,147.83
127628,75.08,147.01
127647,82.58,131.99
127656,153.1,269.26
127659,79.19,100.32
127669,84.48,163.67
127678,47.52,110.87
127679,52.8,68.64
127689,84.48,100.32
127697,75.08,199.57
127699,73.91,137.27
127701,87.85,458.27
127702,83.46,112.85
127708,63.36,95.03
127717,55.59,158.45
127747,63.36,131.99
127749,52.27,126.71
127752,84.48,121.43
127757,90.28,131.99
127762,105.59,168.94
127763,76.03,130.14
127770,106.8,168.79
127779,95.03,216.46
127808,90.28,161.02
127812,99.26,257.64
127817,79.19,105.59
127828,115.09,357.96
127832,45.4,89.75
127841,50.71,158.09
127842,94.08,167.89
127845,62.3,120.38
127852,104.54,104.54
127856,65.57,104.54
127859,72.86,205.9
127864,93.98,141.5
127874,46.11,146.77
127876,47.52,58.07
127877,60.19,79.19
127878,89.75,106.86
127879,83.41,242.87
127887,94.08,268.21
127892,80.78,380.13
127898,52.8,146.77
127899,58.07,110.87
127903,58.08,96.09
127904,80.78,161.56
127905,97.67,153.1
127912,95.03,216.46
127930,37.7,68.38
127935,95.03,253.42
127936,80.78,168.94
127950,49.63,133.05
127951,102.75,263.98
127955,56.07,208.02
127962,79.19,116.16
127969,93.98,237.58
127977,67.08,143.3
127980,89.75,137.27
127981,75.08,189.01
127990,57.02,153.72
127998,95.03,198.52
128002,42.23,74.97
128004,27.88,72.86
128013,95.03,519.8
128024,71.8,119.32
128035,76.03,177.41
128037,88.7,114.04
128045,57.02,83.95
128048,49.63,92.69
128059,84.48,126.71
128069,85.53,157.34
128089,61.24,146.77
128091,59.2,99.25
128095,126.71,163.67
128100,174.23,195.35
128101,73.91,210.12
128107,152.05,228.08
128111,52.95,142.55
128112,83.41,199.57
128113,58.07,147.83
128114,91.87,101.37
128117,63.36,137.27
128120,64.56,93.58
128159,73.91,83.41
128173,42.76,71.81
128177,41.81,104.54
128210,44.35,111.92
128212,174.23,253.42
128217,95.03,158.39
128218,70.39,144.73
128220,56.07,123.54
128223,38.01,102.95
128232,45.15,116.16
128235,67.57,80.78
128237,83.95,99.78
128246,45.62,84.48
128256,49.83,116.16
128260,89.75,100.32
128261,102.64,205.27
128276,102.95,395.97
128295,157.33,311.5
128298,170.53,232.3
128300,65.57,90.28
128301,104.54,142.55
128319,52.27,107.7
128321,79.19,153.1
128328,174.23,316.78
128336,88.38,153.76
128339,47.52,83.41
128347,73.18,146.35
128356,90.81,121.43
128364,104.54,136.21
128373,72.86,189.01
128451,85.39,170.79
128696,32.13,87.62
128720,76.96,256.07
128738,49.08,146.35
128761,26.73,80.8
128960,58.97,145.74
129142,30.93,46.4
129246,111.84,157.05
129313,62.98,92.81
129328,79.57,125.98
129345,42.15,45.38
129378,23.88,44.25
129414,42.15,248.18
129465,69.32,85.39
129486,156.43,301.55
129684,101.47,228.26
129704,171.36,296.36
129768,62.71,99.46
129814,162.66,510.65
129841,61.13,248.15
129905,79.0,331.16
129963,70.33,210.97
129974,89.41,99.46
130051,63.93,166.69
130055,594.74,693.19
130077,86.4,148.69
130092,107.49,135.63
130133,67.31,128.59
130251,176.82,442.04
130355,93.83,125.11
130470,118.85,183.49
130475,71.93,124.06
130508,112.6,164.73
130616,56.29,140.74
130660,71.93,134.49
130700,78.19,161.6
130707,114.68,168.89
130751,95.91,161.6
130774,62.01,62.01
130885,68.26,112.95
131050,46.7,92.25
131066,29.69,80.41
131097,55.35,126.58
131122,63.83,106.44
131130,74.06,111.35
131132,114.37,212.88
131139,70.8,224.72
131246,89.41,168.0
131277,55.25,200.93
131278,46.97,106.21
131303,79.37,179.83
131308,58.4,76.35
131312,51.23,71.33
131380,59.28,195.9
131414,82.88,120.07
131415,189.88,348.16
131416,80.04,80.04
131422,57.27,63.29
131428,48.52,91.33
131435,155.72,406.87
131437,59.27,150.27
131457,52.04,110.63
131458,41.84,55.61
131463,56.26,100.46
131472,86.4,125.58
131510,43.6,190.47
131538,45.64,72.05
131579,45.72,110.85
131608,58.92,105.61
131621,109.5,195.9
131663,57.27,120.55
131670,93.08,178.42
131728,67.46,103.66
131749,70.33,100.46
131759,54.55,105.26
131763,55.51,120.55
131776,35.26,75.35
131777,38.68,104.98
131785,55.25,70.33
131789,35.44,150.69
131800,113.53,194.89
131826,140.65,351.62
131830,78.36,103.48
131832,100.46,237.1
131837,77.06,148.18
131863,45.64,119.45
131888,112.52,189.88
131905,63.64,535.63
131916,35.87,75.45
131982,68.32,252.63
132001,91.33,106.7
132037,58.02,117.24
132082,78.36,88.41
132083,64.29,530.76
132099,99.46,162.4
132105,58.69,122.44
132121,46.63,154.59
132164,72.33,118.54
132200,80.17,139.64
132252,48.68,73.33
132278,85.49,120.5
132310,73.18,96.05
132335,59.53,340.94
132348,50.79,103.28
132360,55.25,124.57
132435,110.51,240.26
132453,64.78,79.37
132469,49.23,148.83
132518,48.52,113.34
132542,65.3,89.41
132555,69.32,110.51
132595,62.38,101.47
132605,48.92,77.1
132623,62.34,95.0
132670,130.6,241.11
132700,55.51,88.15
132716,48.52,130.75
132725,62.28,1011.63
132726,31.34,49.89
132751,41.5,70.23
132754,41.49,101.64
132788,50.28,109.28
132809,44.0,114.12
132815,61.28,110.51
132850,50.45,75.35
132906,42.54,97.39
132914,74.34,79.37
132923,55.24,100.44
132957,45.21,106.21
132962,67.46,156.04
132965,45.71,126.48
133008,72.1,130.18
133013,41.49,84.69
133020,53.37,118.65
133041,84.39,160.74
133046,49.78,110.85
133050,55.51,93.13
133101,105.48,158.74
133115,59.28,94.43
133146,41.49,110.85
133158,75.35,125.58
133164,50.48,110.51
133174,164.11,257.07
133187,55.51,97.35
133271,61.52,114.78
133292,38.68,99.71
133295,82.38,120.55
133335,69.32,135.63
133404,115.54,145.67
133407,55.55,154.59
133413,61.69,143.63
133422,41.19,58.27
133426,51.23,71.33
133428,59.27,117.78
133433,71.17,136.72
133443,58.21,122.44
133453,65.3,95.44
133467,55.25,134.03
133471,75.35,115.54
133481,96.36,305.86
133482,125.58,256.18
133487,77.46,122.9
133509,75.39,153.88
133569,76.43,149.75
133572,46.48,87.79
133605,87.75,149.75
133627,49.35,246.83
133695,56.8,226.18
133737,44.41,81.59
133759,56.8,71.27
133781,68.16,139.43
133800,102.24,205.53
133827,50.6,80.56
133838,79.52,159.06
133847,96.13,215.86
133912,48.65,153.88
133922,82.63,185.9
133944,67.13,144.59
133962,50.6,81.59
133974,99.15,99.15
134061,63.11,85.72
134066,64.03,84.69
134087,67.13,129.1
134100,93.21,255.62
134150,61.96,90.88
134158,56.8,72.3
134230,56.8,129.1
134299,72.3,160.08
134357,101.22,108.44
134377,67.13,67.13
134380,102.24,295.38
134455,120.84,172.47
134490,66.1,107.42
134494,83.66,103.28
134521,81.59,126.0
134526,73.33,83.66
134559,66.1,102.24
134560,74.89,108.53
134590,95.75,156.99
134591,113.6,172.47
134645,59.91,76.43
134657,76.43,210.69
134720,76.43,113.6
134734,51.64,77.46
134788,63.78,262.07
134806,71.94,107.82
134863,84.69,161.11
134873,97.08,198.3
134924,66.1,271.63
134992,92.95,170.42
135079,71.27,128.07
135206,45.6,88.01
135240,76.22,174.54
135292,74.36,110.51
135327,59.49,118.78
135375,86.75,143.56
135380,86.75,210.69
135447,41.31,96.05
135490,65.07,113.6
135530,75.39,108.44
135532,76.43,104.31
135574,60.93,108.44
135579,50.6,122.9
135628,71.27,154.92
135663,81.59,112.58
135668,84.69,154.92
135672,102.24,112.58
135682,113.6,181.78
135708,61.07,88.39
135722,84.69,154.92
135743,81.59,133.23
135749,113.6,196.23
135754,70.23,83.66
